id,target,classificação
4402,0,Planeta Deserto
13601,2,Planeta Oceânico
4165,0,Planeta Deserto
1010,1,Planeta Vulcânico
14566,0,Planeta Deserto
1047,4,Planeta Gelado
13827,0,Planeta Deserto
10805,0,Planeta Deserto
1171,0,Planeta Deserto
7043,1,Planeta Vulcânico
2291,0,Planeta Deserto
10325,2,Planeta Oceânico
9150,0,Planeta Deserto
3375,1,Planeta Vulcânico
9001,0,Planeta Deserto
1478,0,Planeta Deserto
3693,0,Planeta Deserto
7563,4,Planeta Gelado
12476,0,Planeta Deserto
4472,1,Planeta Vulcânico
947,2,Planeta Oceânico
4894,0,Planeta Deserto
9589,0,Planeta Deserto
10138,1,Planeta Vulcânico
1026,0,Planeta Deserto
9391,0,Planeta Deserto
2124,0,Planeta Deserto
9823,0,Planeta Deserto
12340,0,Planeta Deserto
6497,0,Planeta Deserto
13530,0,Planeta Deserto
8267,0,Planeta Deserto
7922,0,Planeta Deserto
1555,0,Planeta Deserto
4102,0,Planeta Deserto
14790,2,Planeta Oceânico
3178,0,Planeta Deserto
3820,0,Planeta Deserto
519,0,Planeta Deserto
5600,0,Planeta Deserto
5135,2,Planeta Oceânico
4652,1,Planeta Vulcânico
3705,0,Planeta Deserto
8894,0,Planeta Deserto
11807,2,Planeta Oceânico
13732,1,Planeta Vulcânico
2338,1,Planeta Vulcânico
5749,2,Planeta Oceânico
1876,2,Planeta Oceânico
9450,0,Planeta Deserto
4302,1,Planeta Vulcânico
1584,0,Planeta Deserto
10249,0,Planeta Deserto
11119,0,Planeta Deserto
97,0,Planeta Deserto
4546,0,Planeta Deserto
13447,0,Planeta Deserto
275,0,Planeta Deserto
701,0,Planeta Deserto
2325,0,Planeta Deserto
10282,1,Planeta Vulcânico
10405,0,Planeta Deserto
9903,0,Planeta Deserto
10033,0,Planeta Deserto
12376,1,Planeta Vulcânico
6001,0,Planeta Deserto
13378,2,Planeta Oceânico
9227,4,Planeta Gelado
4400,1,Planeta Vulcânico
8985,0,Planeta Deserto
2841,1,Planeta Vulcânico
10695,2,Planeta Oceânico
7986,2,Planeta Oceânico
12032,3,Planeta Florestal
2815,2,Planeta Oceânico
9377,0,Planeta Deserto
118,0,Planeta Deserto
6855,0,Planeta Deserto
13712,0,Planeta Deserto
9652,4,Planeta Gelado
9643,3,Planeta Florestal
2237,1,Planeta Vulcânico
14472,3,Planeta Florestal
11355,1,Planeta Vulcânico
2201,0,Planeta Deserto
3329,2,Planeta Oceânico
10883,0,Planeta Deserto
8071,0,Planeta Deserto
12175,0,Planeta Deserto
250,0,Planeta Deserto
14912,4,Planeta Gelado
10476,2,Planeta Oceânico
281,0,Planeta Deserto
9628,0,Planeta Deserto
3377,0,Planeta Deserto
5609,0,Planeta Deserto
9036,4,Planeta Gelado
11393,4,Planeta Gelado
13139,0,Planeta Deserto
11166,0,Planeta Deserto
6964,1,Planeta Vulcânico
1404,1,Planeta Vulcânico
12690,0,Planeta Deserto
11105,3,Planeta Florestal
5212,0,Planeta Deserto
4215,2,Planeta Oceânico
10168,0,Planeta Deserto
1922,0,Planeta Deserto
1120,0,Planeta Deserto
9473,0,Planeta Deserto
6376,0,Planeta Deserto
11672,2,Planeta Oceânico
4120,1,Planeta Vulcânico
10890,0,Planeta Deserto
9849,4,Planeta Gelado
10511,0,Planeta Deserto
958,2,Planeta Oceânico
1054,0,Planeta Deserto
4952,1,Planeta Vulcânico
11973,0,Planeta Deserto
3442,2,Planeta Oceânico
9385,2,Planeta Oceânico
13340,0,Planeta Deserto
13502,2,Planeta Oceânico
4628,2,Planeta Oceânico
9500,0,Planeta Deserto
88,0,Planeta Deserto
11870,0,Planeta Deserto
9083,1,Planeta Vulcânico
14623,0,Planeta Deserto
9997,1,Planeta Vulcânico
13250,1,Planeta Vulcânico
12584,4,Planeta Gelado
1800,0,Planeta Deserto
12439,0,Planeta Deserto
10043,0,Planeta Deserto
13102,0,Planeta Deserto
14765,2,Planeta Oceânico
3981,4,Planeta Gelado
10555,2,Planeta Oceânico
1731,0,Planeta Deserto
158,0,Planeta Deserto
12230,0,Planeta Deserto
7559,4,Planeta Gelado
6898,0,Planeta Deserto
3897,1,Planeta Vulcânico
12707,0,Planeta Deserto
4205,2,Planeta Oceânico
247,3,Planeta Florestal
14138,0,Planeta Deserto
9208,0,Planeta Deserto
6521,0,Planeta Deserto
6215,1,Planeta Vulcânico
6589,2,Planeta Oceânico
12011,2,Planeta Oceânico
2216,0,Planeta Deserto
8474,2,Planeta Oceânico
6649,0,Planeta Deserto
4707,1,Planeta Vulcânico
13851,0,Planeta Deserto
8087,0,Planeta Deserto
13694,0,Planeta Deserto
13739,1,Planeta Vulcânico
8558,3,Planeta Florestal
2513,2,Planeta Oceânico
1936,1,Planeta Vulcânico
11141,0,Planeta Deserto
1826,0,Planeta Deserto
14824,2,Planeta Oceânico
1509,0,Planeta Deserto
6155,0,Planeta Deserto
6618,0,Planeta Deserto
10157,0,Planeta Deserto
1243,0,Planeta Deserto
1728,3,Planeta Florestal
12349,1,Planeta Vulcânico
14240,4,Planeta Gelado
47,0,Planeta Deserto
5214,1,Planeta Vulcânico
10719,0,Planeta Deserto
4886,0,Planeta Deserto
8792,1,Planeta Vulcânico
1625,0,Planeta Deserto
4091,0,Planeta Deserto
12820,0,Planeta Deserto
462,0,Planeta Deserto
7764,0,Planeta Deserto
3203,0,Planeta Deserto
11537,1,Planeta Vulcânico
773,0,Planeta Deserto
5888,0,Planeta Deserto
4616,4,Planeta Gelado
11356,3,Planeta Florestal
270,0,Planeta Deserto
14416,0,Planeta Deserto
10959,1,Planeta Vulcânico
1588,0,Planeta Deserto
6089,2,Planeta Oceânico
13656,0,Planeta Deserto
7335,0,Planeta Deserto
1564,0,Planeta Deserto
14984,4,Planeta Gelado
14710,2,Planeta Oceânico
689,0,Planeta Deserto
425,0,Planeta Deserto
14128,0,Planeta Deserto
9717,0,Planeta Deserto
14773,0,Planeta Deserto
12954,0,Planeta Deserto
12957,0,Planeta Deserto
10506,0,Planeta Deserto
756,0,Planeta Deserto
7064,0,Planeta Deserto
3133,0,Planeta Deserto
14186,0,Planeta Deserto
3754,1,Planeta Vulcânico
9723,0,Planeta Deserto
7611,2,Planeta Oceânico
18,0,Planeta Deserto
14859,0,Planeta Deserto
14691,0,Planeta Deserto
2820,0,Planeta Deserto
7964,2,Planeta Oceânico
5468,0,Planeta Deserto
7935,3,Planeta Florestal
1788,1,Planeta Vulcânico
3351,0,Planeta Deserto
5169,1,Planeta Vulcânico
569,1,Planeta Vulcânico
8015,4,Planeta Gelado
8404,1,Planeta Vulcânico
10882,0,Planeta Deserto
9551,3,Planeta Florestal
1328,2,Planeta Oceânico
9097,0,Planeta Deserto
7826,0,Planeta Deserto
130,0,Planeta Deserto
13663,0,Planeta Deserto
12338,0,Planeta Deserto
14319,0,Planeta Deserto
11741,1,Planeta Vulcânico
8159,4,Planeta Gelado
5498,4,Planeta Gelado
8077,1,Planeta Vulcânico
7583,3,Planeta Florestal
9247,1,Planeta Vulcânico
561,0,Planeta Deserto
12664,0,Planeta Deserto
10614,1,Planeta Vulcânico
14269,0,Planeta Deserto
10515,1,Planeta Vulcânico
6078,0,Planeta Deserto
7127,0,Planeta Deserto
7664,3,Planeta Florestal
4234,0,Planeta Deserto
8260,0,Planeta Deserto
9826,4,Planeta Gelado
12283,4,Planeta Gelado
4297,0,Planeta Deserto
13443,0,Planeta Deserto
4925,0,Planeta Deserto
12138,0,Planeta Deserto
1621,1,Planeta Vulcânico
7605,0,Planeta Deserto
13135,0,Planeta Deserto
14363,0,Planeta Deserto
9809,1,Planeta Vulcânico
13382,0,Planeta Deserto
5185,0,Planeta Deserto
7083,0,Planeta Deserto
9978,0,Planeta Deserto
13486,0,Planeta Deserto
11998,4,Planeta Gelado
8245,1,Planeta Vulcânico
13687,0,Planeta Deserto
936,0,Planeta Deserto
5843,0,Planeta Deserto
8701,1,Planeta Vulcânico
7363,0,Planeta Deserto
13364,0,Planeta Deserto
9054,3,Planeta Florestal
7562,1,Planeta Vulcânico
5395,4,Planeta Gelado
6395,0,Planeta Deserto
14674,4,Planeta Gelado
7715,1,Planeta Vulcânico
745,2,Planeta Oceânico
2244,0,Planeta Deserto
11584,0,Planeta Deserto
13747,0,Planeta Deserto
5026,1,Planeta Vulcânico
2021,0,Planeta Deserto
10070,4,Planeta Gelado
3669,0,Planeta Deserto
14038,0,Planeta Deserto
9195,2,Planeta Oceânico
2439,1,Planeta Vulcânico
2723,0,Planeta Deserto
14271,0,Planeta Deserto
7436,0,Planeta Deserto
3793,1,Planeta Vulcânico
3345,3,Planeta Florestal
2312,1,Planeta Vulcânico
2936,2,Planeta Oceânico
4354,2,Planeta Oceânico
3731,0,Planeta Deserto
3130,0,Planeta Deserto
3379,2,Planeta Oceânico
7035,1,Planeta Vulcânico
4936,0,Planeta Deserto
3955,0,Planeta Deserto
13344,4,Planeta Gelado
8258,0,Planeta Deserto
8509,4,Planeta Gelado
10746,0,Planeta Deserto
6741,3,Planeta Florestal
6508,0,Planeta Deserto
1711,1,Planeta Vulcânico
9091,0,Planeta Deserto
238,0,Planeta Deserto
9292,0,Planeta Deserto
11999,3,Planeta Florestal
13621,0,Planeta Deserto
1591,0,Planeta Deserto
7670,0,Planeta Deserto
5939,0,Planeta Deserto
6882,4,Planeta Gelado
7208,0,Planeta Deserto
9759,0,Planeta Deserto
8270,0,Planeta Deserto
2593,0,Planeta Deserto
2408,2,Planeta Oceânico
14481,0,Planeta Deserto
12537,0,Planeta Deserto
3678,0,Planeta Deserto
5342,0,Planeta Deserto
3336,0,Planeta Deserto
9881,0,Planeta Deserto
6936,1,Planeta Vulcânico
5028,0,Planeta Deserto
3928,4,Planeta Gelado
1466,0,Planeta Deserto
8548,0,Planeta Deserto
8722,1,Planeta Vulcânico
10840,4,Planeta Gelado
3409,0,Planeta Deserto
10508,0,Planeta Deserto
560,2,Planeta Oceânico
11558,4,Planeta Gelado
7120,4,Planeta Gelado
3803,4,Planeta Gelado
14177,0,Planeta Deserto
8409,0,Planeta Deserto
4072,0,Planeta Deserto
6777,0,Planeta Deserto
1407,0,Planeta Deserto
2604,0,Planeta Deserto
7553,0,Planeta Deserto
11323,2,Planeta Oceânico
13568,2,Planeta Oceânico
6890,2,Planeta Oceânico
3497,1,Planeta Vulcânico
14500,0,Planeta Deserto
13809,1,Planeta Vulcânico
9541,1,Planeta Vulcânico
4581,3,Planeta Florestal
11060,0,Planeta Deserto
5561,3,Planeta Florestal
11457,0,Planeta Deserto
8612,0,Planeta Deserto
5822,0,Planeta Deserto
6308,0,Planeta Deserto
3297,0,Planeta Deserto
1077,1,Planeta Vulcânico
6190,4,Planeta Gelado
6355,2,Planeta Oceânico
25,4,Planeta Gelado
6263,0,Planeta Deserto
13057,0,Planeta Deserto
13904,0,Planeta Deserto
8696,0,Planeta Deserto
2933,2,Planeta Oceânico
10860,0,Planeta Deserto
6708,1,Planeta Vulcânico
86,0,Planeta Deserto
12506,0,Planeta Deserto
7997,0,Planeta Deserto
12262,4,Planeta Gelado
3997,4,Planeta Gelado
8297,4,Planeta Gelado
7121,2,Planeta Oceânico
10567,2,Planeta Oceânico
795,0,Planeta Deserto
5711,4,Planeta Gelado
1530,0,Planeta Deserto
11117,1,Planeta Vulcânico
13519,0,Planeta Deserto
4133,0,Planeta Deserto
5009,2,Planeta Oceânico
13107,0,Planeta Deserto
8622,2,Planeta Oceânico
387,0,Planeta Deserto
9180,0,Planeta Deserto
5368,0,Planeta Deserto
12421,0,Planeta Deserto
14583,0,Planeta Deserto
8937,0,Planeta Deserto
8805,0,Planeta Deserto
5354,0,Planeta Deserto
12969,1,Planeta Vulcânico
6698,4,Planeta Gelado
5694,0,Planeta Deserto
12288,0,Planeta Deserto
14781,0,Planeta Deserto
13201,1,Planeta Vulcânico
13147,0,Planeta Deserto
1953,0,Planeta Deserto
8014,0,Planeta Deserto
3609,0,Planeta Deserto
134,2,Planeta Oceânico
9930,2,Planeta Oceânico
3694,4,Planeta Gelado
9839,0,Planeta Deserto
8040,2,Planeta Oceânico
2028,4,Planeta Gelado
10661,4,Planeta Gelado
2603,0,Planeta Deserto
14450,4,Planeta Gelado
10977,3,Planeta Florestal
10132,0,Planeta Deserto
3398,0,Planeta Deserto
2660,0,Planeta Deserto
5718,0,Planeta Deserto
14692,1,Planeta Vulcânico
8201,1,Planeta Vulcânico
3780,0,Planeta Deserto
14437,0,Planeta Deserto
3733,0,Planeta Deserto
8339,0,Planeta Deserto
6091,0,Planeta Deserto
10903,0,Planeta Deserto
4911,0,Planeta Deserto
6505,1,Planeta Vulcânico
9786,2,Planeta Oceânico
14948,0,Planeta Deserto
6609,4,Planeta Gelado
8670,2,Planeta Oceânico
5685,0,Planeta Deserto
11322,2,Planeta Oceânico
8577,1,Planeta Vulcânico
14654,0,Planeta Deserto
4090,0,Planeta Deserto
10894,0,Planeta Deserto
14349,2,Planeta Oceânico
12800,0,Planeta Deserto
2037,0,Planeta Deserto
11350,4,Planeta Gelado
3816,0,Planeta Deserto
12826,4,Planeta Gelado
7845,0,Planeta Deserto
8070,0,Planeta Deserto
7437,4,Planeta Gelado
6808,4,Planeta Gelado
494,2,Planeta Oceânico
12734,0,Planeta Deserto
12560,3,Planeta Florestal
3406,0,Planeta Deserto
13557,0,Planeta Deserto
11410,0,Planeta Deserto
4634,1,Planeta Vulcânico
9644,4,Planeta Gelado
9329,0,Planeta Deserto
5756,0,Planeta Deserto
8527,0,Planeta Deserto
11354,0,Planeta Deserto
259,3,Planeta Florestal
3453,0,Planeta Deserto
3194,2,Planeta Oceânico
14148,0,Planeta Deserto
14955,1,Planeta Vulcânico
11863,1,Planeta Vulcânico
9937,2,Planeta Oceânico
13823,0,Planeta Deserto
433,0,Planeta Deserto
4512,2,Planeta Oceânico
7919,0,Planeta Deserto
1656,1,Planeta Vulcânico
8441,2,Planeta Oceânico
10024,3,Planeta Florestal
13098,1,Planeta Vulcânico
13164,0,Planeta Deserto
3762,1,Planeta Vulcânico
12834,0,Planeta Deserto
9421,2,Planeta Oceânico
13273,0,Planeta Deserto
1712,0,Planeta Deserto
13461,1,Planeta Vulcânico
363,1,Planeta Vulcânico
2828,0,Planeta Deserto
9498,2,Planeta Oceânico
13346,0,Planeta Deserto
5299,0,Planeta Deserto
1819,3,Planeta Florestal
3489,4,Planeta Gelado
9957,0,Planeta Deserto
9728,2,Planeta Oceânico
6012,1,Planeta Vulcânico
14994,4,Planeta Gelado
3190,1,Planeta Vulcânico
1475,1,Planeta Vulcânico
7125,1,Planeta Vulcânico
6722,1,Planeta Vulcânico
12930,0,Planeta Deserto
9750,0,Planeta Deserto
13934,0,Planeta Deserto
10895,0,Planeta Deserto
7785,0,Planeta Deserto
4672,0,Planeta Deserto
12783,0,Planeta Deserto
3252,0,Planeta Deserto
1380,0,Planeta Deserto
7914,0,Planeta Deserto
5594,1,Planeta Vulcânico
14827,0,Planeta Deserto
14155,0,Planeta Deserto
2308,0,Planeta Deserto
9619,1,Planeta Vulcânico
12855,0,Planeta Deserto
2978,0,Planeta Deserto
313,0,Planeta Deserto
4106,1,Planeta Vulcânico
10927,0,Planeta Deserto
7017,0,Planeta Deserto
11342,4,Planeta Gelado
6403,0,Planeta Deserto
4950,0,Planeta Deserto
7053,1,Planeta Vulcânico
9725,2,Planeta Oceânico
1032,0,Planeta Deserto
13525,0,Planeta Deserto
14568,0,Planeta Deserto
10552,0,Planeta Deserto
8708,0,Planeta Deserto
6219,3,Planeta Florestal
10194,0,Planeta Deserto
1644,0,Planeta Deserto
9068,4,Planeta Gelado
14700,2,Planeta Oceânico
2821,0,Planeta Deserto
1536,1,Planeta Vulcânico
7090,4,Planeta Gelado
3504,0,Planeta Deserto
3209,0,Planeta Deserto
13081,3,Planeta Florestal
6809,3,Planeta Florestal
5487,4,Planeta Gelado
7065,0,Planeta Deserto
5703,4,Planeta Gelado
4377,0,Planeta Deserto
13372,4,Planeta Gelado
9692,0,Planeta Deserto
2766,0,Planeta Deserto
4576,1,Planeta Vulcânico
2364,0,Planeta Deserto
3405,2,Planeta Oceânico
12544,0,Planeta Deserto
5043,0,Planeta Deserto
1534,0,Planeta Deserto
979,2,Planeta Oceânico
10440,0,Planeta Deserto
5731,0,Planeta Deserto
14537,4,Planeta Gelado
5314,4,Planeta Gelado
5467,0,Planeta Deserto
10723,0,Planeta Deserto
1343,0,Planeta Deserto
14087,2,Planeta Oceânico
1111,1,Planeta Vulcânico
3606,0,Planeta Deserto
6467,4,Planeta Gelado
14613,4,Planeta Gelado
13243,0,Planeta Deserto
3261,0,Planeta Deserto
4777,1,Planeta Vulcânico
43,0,Planeta Deserto
7951,2,Planeta Oceânico
1626,0,Planeta Deserto
12580,4,Planeta Gelado
6881,0,Planeta Deserto
5639,0,Planeta Deserto
7398,4,Planeta Gelado
8878,0,Planeta Deserto
7902,0,Planeta Deserto
9213,4,Planeta Gelado
524,1,Planeta Vulcânico
1420,4,Planeta Gelado
5675,0,Planeta Deserto
14006,3,Planeta Florestal
2587,1,Planeta Vulcânico
1641,0,Planeta Deserto
6923,0,Planeta Deserto
4008,0,Planeta Deserto
7773,1,Planeta Vulcânico
11531,1,Planeta Vulcânico
7057,1,Planeta Vulcânico
9088,0,Planeta Deserto
7242,0,Planeta Deserto
14513,0,Planeta Deserto
4901,1,Planeta Vulcânico
5620,0,Planeta Deserto
7070,0,Planeta Deserto
7866,0,Planeta Deserto
13073,0,Planeta Deserto
9982,2,Planeta Oceânico
13438,0,Planeta Deserto
12268,0,Planeta Deserto
8121,0,Planeta Deserto
12043,0,Planeta Deserto
5761,1,Planeta Vulcânico
3730,0,Planeta Deserto
10009,0,Planeta Deserto
7442,0,Planeta Deserto
8426,2,Planeta Oceânico
3223,1,Planeta Vulcânico
11456,0,Planeta Deserto
7066,2,Planeta Oceânico
3302,4,Planeta Gelado
7408,0,Planeta Deserto
14360,0,Planeta Deserto
1246,0,Planeta Deserto
5651,2,Planeta Oceânico
7018,1,Planeta Vulcânico
9512,4,Planeta Gelado
10790,4,Planeta Gelado
6386,1,Planeta Vulcânico
514,4,Planeta Gelado
6786,1,Planeta Vulcânico
8135,4,Planeta Gelado
7424,0,Planeta Deserto
9874,0,Planeta Deserto
5596,0,Planeta Deserto
9942,0,Planeta Deserto
729,0,Planeta Deserto
4094,0,Planeta Deserto
13642,4,Planeta Gelado
14442,0,Planeta Deserto
848,4,Planeta Gelado
14288,0,Planeta Deserto
13781,0,Planeta Deserto
4082,0,Planeta Deserto
6095,2,Planeta Oceânico
5766,4,Planeta Gelado
6336,3,Planeta Florestal
1039,1,Planeta Vulcânico
7948,2,Planeta Oceânico
3204,0,Planeta Deserto
7010,0,Planeta Deserto
7453,0,Planeta Deserto
12677,0,Planeta Deserto
7661,0,Planeta Deserto
6879,0,Planeta Deserto
2716,1,Planeta Vulcânico
11650,2,Planeta Oceânico
764,0,Planeta Deserto
14931,0,Planeta Deserto
5375,2,Planeta Oceânico
13192,0,Planeta Deserto
2311,0,Planeta Deserto
1651,0,Planeta Deserto
10171,0,Planeta Deserto
14436,0,Planeta Deserto
5262,0,Planeta Deserto
13423,4,Planeta Gelado
14407,0,Planeta Deserto
3613,2,Planeta Oceânico
2136,0,Planeta Deserto
7174,4,Planeta Gelado
10697,1,Planeta Vulcânico
5683,0,Planeta Deserto
2387,0,Planeta Deserto
9041,1,Planeta Vulcânico
10914,0,Planeta Deserto
11049,0,Planeta Deserto
5228,0,Planeta Deserto
8725,0,Planeta Deserto
14846,2,Planeta Oceânico
14282,4,Planeta Gelado
2262,4,Planeta Gelado
931,0,Planeta Deserto
4156,0,Planeta Deserto
1878,3,Planeta Florestal
8041,4,Planeta Gelado
13354,0,Planeta Deserto
1398,0,Planeta Deserto
816,0,Planeta Deserto
12785,0,Planeta Deserto
12050,0,Planeta Deserto
7697,0,Planeta Deserto
6406,1,Planeta Vulcânico
9593,0,Planeta Deserto
13919,0,Planeta Deserto
6051,0,Planeta Deserto
9087,3,Planeta Florestal
2317,0,Planeta Deserto
6223,0,Planeta Deserto
8050,0,Planeta Deserto
5403,0,Planeta Deserto
12257,0,Planeta Deserto
13647,0,Planeta Deserto
8587,0,Planeta Deserto
28,4,Planeta Gelado
485,0,Planeta Deserto
14414,4,Planeta Gelado
9021,0,Planeta Deserto
824,0,Planeta Deserto
3772,4,Planeta Gelado
5400,0,Planeta Deserto
7791,0,Planeta Deserto
12346,4,Planeta Gelado
5275,1,Planeta Vulcânico
9136,0,Planeta Deserto
8490,0,Planeta Deserto
14272,0,Planeta Deserto
375,2,Planeta Oceânico
10918,0,Planeta Deserto
14906,0,Planeta Deserto
5899,0,Planeta Deserto
6564,0,Planeta Deserto
8769,0,Planeta Deserto
9629,0,Planeta Deserto
7178,0,Planeta Deserto
3510,2,Planeta Oceânico
988,1,Planeta Vulcânico
11426,0,Planeta Deserto
659,1,Planeta Vulcânico
11541,1,Planeta Vulcânico
3907,2,Planeta Oceânico
6320,0,Planeta Deserto
2658,0,Planeta Deserto
12936,3,Planeta Florestal
4447,4,Planeta Gelado
13067,0,Planeta Deserto
7768,0,Planeta Deserto
3683,3,Planeta Florestal
2030,0,Planeta Deserto
2969,2,Planeta Oceânico
9526,2,Planeta Oceânico
7692,0,Planeta Deserto
9977,0,Planeta Deserto
356,0,Planeta Deserto
5666,0,Planeta Deserto
6481,2,Planeta Oceânico
2477,4,Planeta Gelado
12907,0,Planeta Deserto
12080,2,Planeta Oceânico
12416,0,Planeta Deserto
10324,0,Planeta Deserto
1971,1,Planeta Vulcânico
5516,0,Planeta Deserto
3941,0,Planeta Deserto
990,0,Planeta Deserto
3199,2,Planeta Oceânico
3742,4,Planeta Gelado
9833,1,Planeta Vulcânico
11340,0,Planeta Deserto
8042,4,Planeta Gelado
4118,4,Planeta Gelado
12393,4,Planeta Gelado
7732,0,Planeta Deserto
3938,1,Planeta Vulcânico
11822,0,Planeta Deserto
5471,0,Planeta Deserto
9448,0,Planeta Deserto
13935,0,Planeta Deserto
9557,0,Planeta Deserto
10135,0,Planeta Deserto
3480,4,Planeta Gelado
14264,0,Planeta Deserto
14873,1,Planeta Vulcânico
4840,0,Planeta Deserto
8483,1,Planeta Vulcânico
8219,0,Planeta Deserto
8422,0,Planeta Deserto
6942,0,Planeta Deserto
2455,0,Planeta Deserto
24,1,Planeta Vulcânico
2970,4,Planeta Gelado
3304,2,Planeta Oceânico
335,0,Planeta Deserto
2116,0,Planeta Deserto
12494,0,Planeta Deserto
11118,1,Planeta Vulcânico
2671,0,Planeta Deserto
61,1,Planeta Vulcânico
14972,4,Planeta Gelado
10442,0,Planeta Deserto
8963,4,Planeta Gelado
8781,0,Planeta Deserto
10124,2,Planeta Oceânico
5839,0,Planeta Deserto
14934,0,Planeta Deserto
11908,0,Planeta Deserto
1154,0,Planeta Deserto
3436,0,Planeta Deserto
2092,0,Planeta Deserto
2099,3,Planeta Florestal
6762,4,Planeta Gelado
3769,0,Planeta Deserto
13878,3,Planeta Florestal
7696,0,Planeta Deserto
7685,1,Planeta Vulcânico
7119,4,Planeta Gelado
572,1,Planeta Vulcânico
11128,0,Planeta Deserto
2556,3,Planeta Florestal
11866,4,Planeta Gelado
6478,1,Planeta Vulcânico
4214,0,Planeta Deserto
422,0,Planeta Deserto
626,0,Planeta Deserto
6049,0,Planeta Deserto
654,0,Planeta Deserto
1185,1,Planeta Vulcânico
12181,1,Planeta Vulcânico
11765,0,Planeta Deserto
2247,3,Planeta Florestal
11442,0,Planeta Deserto
7164,0,Planeta Deserto
10058,3,Planeta Florestal
1642,3,Planeta Florestal
42,2,Planeta Oceânico
10988,0,Planeta Deserto
5283,0,Planeta Deserto
399,0,Planeta Deserto
9976,2,Planeta Oceânico
4066,0,Planeta Deserto
1214,0,Planeta Deserto
9827,2,Planeta Oceânico
4539,2,Planeta Oceânico
2663,4,Planeta Gelado
7656,0,Planeta Deserto
12408,0,Planeta Deserto
2340,2,Planeta Oceânico
6870,0,Planeta Deserto
8570,0,Planeta Deserto
1046,0,Planeta Deserto
13213,2,Planeta Oceânico
5586,0,Planeta Deserto
6310,0,Planeta Deserto
13814,0,Planeta Deserto
6163,2,Planeta Oceânico
14130,0,Planeta Deserto
9802,0,Planeta Deserto
14008,0,Planeta Deserto
9895,0,Planeta Deserto
9924,0,Planeta Deserto
799,2,Planeta Oceânico
13070,2,Planeta Oceânico
1431,0,Planeta Deserto
4752,0,Planeta Deserto
5044,0,Planeta Deserto
6278,0,Planeta Deserto
7286,0,Planeta Deserto
14054,0,Planeta Deserto
2505,1,Planeta Vulcânico
8049,3,Planeta Florestal
12841,0,Planeta Deserto
7822,0,Planeta Deserto
14170,3,Planeta Florestal
10035,0,Planeta Deserto
12098,1,Planeta Vulcânico
10445,0,Planeta Deserto
5437,0,Planeta Deserto
714,4,Planeta Gelado
14813,0,Planeta Deserto
7147,0,Planeta Deserto
12741,4,Planeta Gelado
178,0,Planeta Deserto
2708,4,Planeta Gelado
8841,0,Planeta Deserto
4833,0,Planeta Deserto
2385,4,Planeta Gelado
8663,0,Planeta Deserto
5006,0,Planeta Deserto
11793,4,Planeta Gelado
1572,0,Planeta Deserto
2480,2,Planeta Oceânico
10376,0,Planeta Deserto
7019,3,Planeta Florestal
12048,3,Planeta Florestal
11487,4,Planeta Gelado
7075,4,Planeta Gelado
12500,4,Planeta Gelado
8147,0,Planeta Deserto
4213,0,Planeta Deserto
8364,0,Planeta Deserto
1102,4,Planeta Gelado
8671,0,Planeta Deserto
12550,2,Planeta Oceânico
11648,1,Planeta Vulcânico
8783,0,Planeta Deserto
4170,0,Planeta Deserto
11589,3,Planeta Florestal
1659,2,Planeta Oceânico
719,0,Planeta Deserto
10199,0,Planeta Deserto
10455,0,Planeta Deserto
9474,3,Planeta Florestal
6121,0,Planeta Deserto
4863,0,Planeta Deserto
9275,0,Planeta Deserto
14495,0,Planeta Deserto
5007,0,Planeta Deserto
6650,3,Planeta Florestal
4677,1,Planeta Vulcânico
4416,0,Planeta Deserto
7244,0,Planeta Deserto
6702,1,Planeta Vulcânico
6097,2,Planeta Oceânico
6554,0,Planeta Deserto
9824,1,Planeta Vulcânico
8583,0,Planeta Deserto
7464,3,Planeta Florestal
9019,0,Planeta Deserto
13650,0,Planeta Deserto
3697,0,Planeta Deserto
8249,0,Planeta Deserto
14115,0,Planeta Deserto
3822,0,Planeta Deserto
9198,0,Planeta Deserto
10251,2,Planeta Oceânico
8163,0,Planeta Deserto
3378,3,Planeta Florestal
5660,0,Planeta Deserto
13767,0,Planeta Deserto
10139,4,Planeta Gelado
3858,2,Planeta Oceânico
13632,0,Planeta Deserto
2034,2,Planeta Oceânico
5522,2,Planeta Oceânico
5319,2,Planeta Oceânico
985,0,Planeta Deserto
12132,0,Planeta Deserto
11937,2,Planeta Oceânico
8347,1,Planeta Vulcânico
9156,0,Planeta Deserto
266,0,Planeta Deserto
5556,2,Planeta Oceânico
13128,0,Planeta Deserto
2054,2,Planeta Oceânico
2870,3,Planeta Florestal
9076,0,Planeta Deserto
14591,2,Planeta Oceânico
10893,0,Planeta Deserto
12055,0,Planeta Deserto
6532,0,Planeta Deserto
10802,0,Planeta Deserto
13316,0,Planeta Deserto
11960,0,Planeta Deserto
11525,0,Planeta Deserto
13453,4,Planeta Gelado
7094,0,Planeta Deserto
8227,0,Planeta Deserto
9912,4,Planeta Gelado
3006,0,Planeta Deserto
13362,0,Planeta Deserto
9776,0,Planeta Deserto
12154,0,Planeta Deserto
7627,0,Planeta Deserto
8828,0,Planeta Deserto
10793,0,Planeta Deserto
9785,0,Planeta Deserto
11835,0,Planeta Deserto
1447,1,Planeta Vulcânico
8626,4,Planeta Gelado
4760,0,Planeta Deserto
10570,0,Planeta Deserto
